frame_idx,read_time,color_ts,depth_ts,ts_diff_ms,color_frame_num,depth_frame_num,is_desync,depth_mean,loop_time_ms
47,5.308391748000076,1769159061945.0063,1769159061944.9893,0.01708984375,192,158,False,560.4553127812617,0.404578999905425
48,5.429139487999919,1769159062045.2383,1769159062045.2214,0.016845703125,195,161,False,554.3703554671486,0.3405099998872174
49,5.547799041999951,1769159062178.8972,1769159062178.8801,0.01708984375,199,165,False,559.7578920011127,0.3307979998226074
50,5.670982502000015,1769159062312.5742,1769159062312.5574,0.016845703125,203,169,False,576.5830906341449,0.37649299997610797
51,5.777663098999938,1769159062412.8442,1769159062412.8271,0.01708984375,206,172,False,581.3623288099556,0.3415040000618319
52,5.887775574999978,1769159062513.1245,1769159062513.1074,0.01708984375,209,175,False,584.8264160139252,0.32858899999155256
53,5.994743051999876,1769159062613.415,1769159062613.3982,0.016845703125,212,178,False,586.2589435924531,0.37152000004425645
54,6.104719615000022,1769159062746.9937,1769159062746.9766,0.01708984375,216,182,False,591.8575470186123,0.4223210000873223
55,6.213807386000099,1769159062847.0647,1769159062847.0479,0.016845703125,219,185,False,587.1704663212436,0.3408420000141632
56,6.324133219000032,1769159062947.1357,1769159062947.1187,0.01708984375,222,188,False,584.125671194073,0.34309000011489843
57,6.432327595000061,1769159063047.2065,1769159063047.1897,0.016845703125,225,191,False,589.1482053140265,0.34402699998281605
58,6.538739910000004,1769159063180.6343,1769159063180.6174,0.016845703125,229,195,False,594.03433400553,0.3309490000447113
59,6.64767950800001,1769159063280.705,1769159063280.688,0.01708984375,232,198,False,596.705034531078,0.3794649999235844
60,6.7590862869999455,1769159063380.7756,1769159063380.7585,0.01708984375,235,201,False,599.0705489128562,0.34601400011524674
61,6.864836206000064,1769159063480.846,1769159063480.829,0.016845703125,238,204,False,599.2704765791722,0.33294400009253877
62,6.973220552999919,1769159063614.2732,1769159063614.256,0.01708984375,242,208,False,597.9899978135401,0.3324889999021252
63,7.0858633889999965,1769159063714.3433,1769159063714.3264,0.016845703125,245,211,False,597.6003254305175,0.3366490000189515
64,7.197084317999952,1769159063814.4136,1769159063814.3967,0.016845703125,248,214,False,598.5030090880363,0.43972499997835257
65,7.3125254930000665,1769159063947.8406,1769159063947.8235,0.01708984375,252,218,False,600.7072257477397,0.33677500005069305
66,7.425103175000004,1769159064047.9106,1769159064047.8938,0.016845703125,255,221,False,605.0463569300659,0.33618899988141493
67,7.53896321000002,1769159064181.3374,1769159064181.3203,0.01708984375,259,225,False,607.9135174745167,0.37389900012385624
68,7.652322453999886,1769159064281.4072,1769159064281.3901,0.01708984375,262,228,False,609.8635148173673,0.3288450000127341
69,7.7624927280000975,1769159064381.477,1769159064381.46,0.01708984375,265,231,False,610.2848801718876,0.33826399999270507
70,7.8742996900000435,1769159064514.9033,1769159064514.8862,0.01708984375,269,235,False,610.2700917683924,0.3360279999924387
71,7.987414940000008,1769159064614.973,1769159064614.9558,0.01708984375,272,238,False,608.7086936527311,0.3272389999438019
72,8.096364401000073,1769159064715.043,1769159064715.0261,0.016845703125,275,241,False,605.2553656755924,0.3463709999778075
73,8.206910072000028,1769159064848.4717,1769159064848.4548,0.016845703125,279,245,False,603.4972729502223,0.3329940000185161
74,8.313124361000064,1769159064948.5432,1769159064948.5264,0.016845703125,282,248,False,602.7171472252584,0.3441040000780049
75,8.422442390000015,1769159065048.6147,1769159065048.598,0.016845703125,285,251,False,601.8004235173428,0.343286000088483
76,8.531600592999894,1769159065148.6863,1769159065148.6694,0.016845703125,288,254,False,601.2130337281162,0.34220199995615985
77,8.641388127000027,1769159065282.115,1769159065282.0981,0.016845703125,292,258,False,602.1787563598781,0.38528999994014157
78,8.749773295000068,1769159065382.1865,1769159065382.1697,0.016845703125,295,261,False,603.7446300963524,0.3382469999451132
79,8.855831351999996,1769159065482.258,1769159065482.241,0.01708984375,298,264,False,602.3763411906044,0.32327000008081086
80,8.964851959000043,1769159065582.3296,1769159065582.3125,0.01708984375,301,267,False,602.1753524171928,0.3489769999305281
81,9.073567722000007,1769159065715.758,1769159065715.7412,0.016845703125,305,271,False,601.9240334583372,0.3626449999956094
82,9.178372731000081,1769159065815.8293,1769159065815.8123,0.01708984375,308,274,False,601.5047960229109,0.39149100007307425
83,9.284308930999941,1769159065915.9006,1769159065915.8835,0.01708984375,311,277,False,602.48957000344,0.341961000003721
84,9.38841205299991,1769159066015.9717,1769159066015.9546,0.01708984375,314,280,False,603.125499825104,0.32895800018195587
85,9.487706645999879,1769159066116.043,1769159066116.026,0.01708984375,317,283,False,602.7367363040719,0.3359700001510646
86,9.593860636000045,1769159066216.114,1769159066216.097,0.01708984375,320,286,False,602.6612586950688,0.3267399999913323
87,9.697789992000025,1769159066316.185,1769159066316.1682,0.016845703125,323,289,False,602.4728103375376,0.34735600002022693
88,9.802220931999955,1769159066416.256,1769159066416.2393,0.016845703125,326,292,False,602.316452658929,0.38113799996608577
89,9.907307492999962,1769159066549.6843,1769159066549.6672,0.01708984375,330,296,False,602.9110767592449,0.3348749999076972
90,10.009105871999964,1769159066649.7554,1769159066649.7383,0.01708984375,333,299,False,604.8258975048435,0.3290180000021792
91,10.115128669999876,1769159066749.827,1769159066749.8098,0.01708984375,336,302,False,608.6378483580532,0.34447300004103454
92,10.221895732999883,1769159066849.8984,1769159066849.8816,0.016845703125,339,305,False,613.1311869871748,0.33235399996556225
93,10.327318259000094,1769159066949.9702,1769159066949.9531,0.01708984375,342,308,False,615.9619548481137,0.3659559999960038
94,10.433218386999897,1769159067050.0417,1769159067050.0247,0.01708984375,345,311,False,617.3444747798785,0.40090000015879923
95,10.541116551999949,1769159067183.4705,1769159067183.4536,0.016845703125,349,315,False,619.399845568251,0.3531770000790857
96,10.64664364400005,1769159067283.5422,1769159067283.5251,0.01708984375,352,318,False,619.9475007038121,0.3368560001035803
97,10.75583554700006,1769159067383.6138,1769159067383.5967,0.01708984375,355,321,False,620.1514257052012,0.3556590002062876
98,10.863068187999943,1769159067483.6853,1769159067483.6685,0.016845703125,358,324,False,620.8379528890187,0.33864700003505277
99,10.971053938000068,1769159067583.757,1769159067583.74,0.01708984375,361,327,False,620.8021595416483,0.4066409999268217
100,11.081999332999885,1769159067717.1865,1769159067717.1694,0.01708984375,365,331,False,620.9517908105988,0.34585999992486904
101,11.188675682999929,1769159067817.2603,1769159067817.2432,0.01708984375,368,334,False,620.7619084669276,0.3326350001771061
102,11.295927308000046,1769159067917.334,1769159067917.3171,0.016845703125,371,337,False,620.8584490303064,0.3308319999177911
103,11.40347306600006,1769159068017.408,1769159068017.3909,0.01708984375,374,340,False,620.7330151694779,0.3763209999760875
104,11.508524541000043,1769159068150.8398,1769159068150.8228,0.01708984375,378,344,False,620.0210495138148,0.32827399991219863
105,11.615926822999882,1769159068250.9138,1769159068250.8967,0.01708984375,381,347,False,620.0913513913359,0.33506399995530955
106,11.72063558900004,1769159068350.9878,1769159068350.971,0.016845703125,384,350,False,619.8537007423367,0.32954299990706204
107,11.828396974000043,1769159068451.062,1769159068451.045,0.01708984375,387,353,False,620.0929155285752,0.3681339999275224
108,11.93398283700003,1769159068551.1362,1769159068551.1191,0.01708984375,390,356,False,620.6055289128185,0.3263430000970402
109,12.042247434000046,1769159068684.5684,1769159068684.5515,0.016845703125,394,360,False,621.9448475512947,0.519551000024876
110,12.148893775000033,1769159068784.6416,1769159068784.6248,0.016845703125,397,363,False,622.6241188173659,0.328960999922856
111,12.253515735000065,1769159068884.7148,1769159068884.698,0.016845703125,400,366,False,623.374813282776,0.36378799995873123
112,12.363208143000065,1769159068984.788,1769159068984.7712,0.016845703125,403,369,False,623.5201449476222,0.3513159999783966
113,12.465024355999958,1769159069084.8616,1769159069084.8445,0.01708984375,406,372,False,623.3616155809904,0.33871000005092355
114,12.57192919299996,1769159069184.9348,1769159069184.9177,0.01708984375,409,375,False,623.320462314279,0.402964999921096
115,12.678490004999958,1769159069318.366,1769159069318.3489,0.01708984375,413,379,False,623.660525513832,0.3380620000825729
116,12.78569185099991,1769159069418.4395,1769159069418.4224,0.01708984375,416,382,False,623.7487056344164,0.3313750000870641
117,12.896204317999945,1769159069518.5127,1769159069518.4958,0.016845703125,419,385,False,622.5502516317008,0.3322120001030271
118,13.00212709199991,1769159069618.5862,1769159069618.5693,0.016845703125,422,388,False,621.3416671750344,0.3329830001348455
119,13.10969035700009,1769159069752.0159,1769159069751.9988,0.01708984375,426,392,False,619.783584291883,0.5013489999328158
120,13.217475542000102,1769159069852.0867,1769159069852.0696,0.01708984375,429,395,False,620.1387192745855,0.33864800002447737
121,13.325896216000046,1769159069952.1575,1769159069952.1404,0.01708984375,432,398,False,619.9960746127864,0.3314940001928335
122,13.432981104999953,1769159070052.2283,1769159070052.2112,0.01708984375,435,401,False,620.0580785168734,0.3694560000440106
123,13.587508497000044,1769159070219.0127,1769159070218.9956,0.01708984375,440,406,False,618.4910314889864,0.40005800019571325
124,13.699947090000023,1769159070319.0835,1769159070319.0664,0.01708984375,443,409,False,617.27442956644,0.36481500001173117
125,13.812839785000051,1769159070452.511,1769159070452.494,0.01708984375,447,413,False,616.0580344781614,0.32826699998622644
126,13.925783871000021,1769159070552.5815,1769159070552.5647,0.016845703125,450,416,False,615.5914434675935,0.32775299996501417
127,14.03824626200003,1769159070652.6523,1769159070652.6353,0.01708984375,453,419,False,615.5457886884578,0.3846739998607518
128,14.148287286999903,1769159070786.0806,1769159070786.0635,0.01708984375,457,423,False,616.3164921775899,0.33866400008264463
129,14.259938109999894,1769159070886.1519,1769159070886.1348,0.01708984375,460,426,False,615.7166977520369,0.33649800002422126
130,14.370612883999911,1769159070986.2231,1769159070986.206,0.01708984375,463,429,False,615.6369244632954,0.33600500000829925
131,14.482089688000087,1769159071119.6516,1769159071119.6345,0.01708984375,467,433,False,615.7272699557949,0.33777199996620766
132,14.597901357999945,1769159071219.723,1769159071219.7058,0.01708984375,470,436,False,616.535999783582,0.3443820000939013
133,14.711001719000024,1769159071353.1514,1769159071353.1343,0.01708984375,474,440,False,617.5249549190569,0.4487780001909414
134,14.821508219999942,1769159071453.2227,1769159071453.2056,0.01708984375,477,443,False,617.3867974594118,0.44061500011594035
135,14.931914498999959,1769159071553.294,1769159071553.2769,0.01708984375,480,446,False,616.8563169483054,0.3260210000917141
136,15.04523638899991,1769159071686.7222,1769159071686.7053,0.016845703125,484,450,False,615.0039053023155,0.3341520000503806
137,15.156862592999914,1769159071786.7954,1769159071786.7783,0.01708984375,487,453,False,614.5508063179332,0.3353470001457026
138,15.271840212999905,1769159071886.8684,1769159071886.8516,0.016845703125,490,456,False,614.6807275818104,0.36842200006503845
139,15.386949103000006,1769159072020.2993,1769159072020.2825,0.016845703125,494,460,False,614.9576217003013,0.34142000004067086
140,15.500620975999936,1769159072120.3726,1769159072120.3557,0.016845703125,497,463,False,616.2640070371873,0.33452000002398563
141,15.616994470999998,1769159072253.8037,1769159072253.7866,0.01708984375,501,467,False,618.4197543037643,0.3430970000408706
142,15.727072945999907,1769159072353.877,1769159072353.8599,0.01708984375,504,470,False,618.9077433289682,0.35742000000027474
143,15.840189666000015,1769159072453.9502,1769159072453.933,0.01708984375,507,473,False,617.5760195246991,0.3332599999339436
144,15.952267315999961,1769159072587.3813,1769159072587.3643,0.01708984375,511,477,False,618.5234629263975,0.3300430000763299
145,16.064831228000003,1769159072687.4546,1769159072687.4375,0.01708984375,514,480,False,618.2734871758233,0.3900169999724312
146,16.17901102299993,1769159072820.8853,1769159072820.8682,0.01708984375,518,484,False,619.0972642313268,0.36758700002792466
147,16.289800844999945,1769159072920.9583,1769159072920.9414,0.016845703125,521,487,False,619.0681936473702,0.36472100009632413
148,16.402266971000017,1769159073021.0315,1769159073021.0144,0.01708984375,524,490,False,618.3149980119555,0.33073600002353487
149,16.516856609999877,1769159073154.4622,1769159073154.4453,0.016845703125,528,494,False,618.4350752217642,0.3378060000613914
150,16.628103048999947,1769159073254.5354,1769159073254.5183,0.01708984375,531,497,False,617.3551223682514,0.33688300004541816
151,16.740877756999907,1769159073354.6084,1769159073354.5916,0.016845703125,534,500,False,615.9359377811272,0.33720900000844267
152,16.853348207999943,1769159073488.0393,1769159073488.0225,0.016845703125,538,504,False,615.4734491028541,0.3767450000395911
153,16.968154526000035,1769159073588.1125,1769159073588.0955,0.01708984375,541,507,False,614.031671869368,0.40974300009111175
154,17.081130313999893,1769159073721.5427,1769159073721.526,0.016845703125,545,511,False,614.1436677273716,0.3703459999542247
155,17.195999309999934,1769159073821.614,1769159073821.5972,0.016845703125,548,514,False,612.1080121045693,0.3439869999510847
156,17.306914056000096,1769159073921.6853,1769159073921.6682,0.01708984375,551,517,False,609.8195562943112,0.33683499987091636
157,17.41962056400007,1769159074055.1135,1769159074055.0964,0.01708984375,555,521,False,608.7404443390794,0.33175199996549054
158,17.53487286199993,1769159074155.1848,1769159074155.1677,0.01708984375,558,524,False,608.2950771526275,0.3381950000402867
159,17.652038516999937,1769159074288.613,1769159074288.596,0.01708984375,562,528,False,607.4896265981538,0.35237700012658024
160,17.765557304999902,1769159074388.684,1769159074388.6672,0.016845703125,565,531,False,608.3569218282352,0.344993999988219
161,17.87974555699998,1769159074522.1123,1769159074522.0955,0.016845703125,569,535,False,608.9545811846501,0.38336800002980453
162,17.991949158999887,1769159074622.1836,1769159074622.1665,0.01708984375,572,538,False,612.300371425578,0.5752330000632355
163,18.1060077919999,1769159074722.2551,1769159074722.238,0.01708984375,575,541,False,614.4905581115551,0.34325599995099765
164,18.218915917999993,1769159074855.6846,1769159074855.6677,0.016845703125,579,545,False,617.2717895146988,0.3515820001211978
165,18.332796921999943,1769159074955.7568,1769159074955.74,0.016845703125,582,548,False,617.6290362113251,0.33279099989158567
166,18.44244598599994,1769159075055.829,1769159075055.812,0.01708984375,585,551,False,617.8193892262659,0.3391239999928075
167,18.574814199000002,1769159075189.2588,1769159075189.2417,0.01708984375,589,555,False,618.4423125219749,0.36538299991661916
168,18.686855824000077,1769159075322.6885,1769159075322.6714,0.01708984375,593,559,False,618.7899057331679,0.34353299997746944
169,18.794933493999906,1769159075422.7607,1769159075422.7437,0.01708984375,596,562,False,618.5729857883566,0.3700509998907364
170,18.907707189999883,1769159075522.833,1769159075522.816,0.01708984375,599,565,False,617.7996076346359,0.3251260000070033
171,19.020846738000046,1769159075656.2627,1769159075656.2456,0.01708984375,603,569,False,617.9246541860097,0.3324220001559297
172,19.13378945999989,1769159075756.3364,1769159075756.3196,0.016845703125,606,572,False,616.5519285632389,0.3467129999989993
173,19.247565427999916,1769159075889.7695,1769159075889.7524,0.01708984375,610,576,False,612.8392984919467,0.6534569999985251
174,19.362322233999976,1769159075989.8442,1769159075989.8274,0.016845703125,613,579,False,608.6850740769535,0.3435569999510335
175,19.473170930999913,1769159076089.9192,1769159076089.902,0.01708984375,616,582,False,604.9606247833445,0.4610109999703127
176,19.58860753299996,1769159076223.3525,1769159076223.3354,0.01708984375,620,586,False,597.3455928000357,0.39525299985143647
177,19.703784865999978,1769159076323.4275,1769159076323.4104,0.01708984375,623,589,False,592.145290211298,0.3435109999827546
178,19.817037807999895,1769159076456.8608,1769159076456.8438,0.01708984375,627,593,False,590.3048388660379,0.32593899982202856
179,19.92736107299993,1769159076556.9358,1769159076556.919,0.016845703125,630,596,False,590.2379313094334,0.3324399999655725
180,20.041129127999966,1769159076657.011,1769159076656.9941,0.016845703125,633,599,False,591.2629815397503,0.34230899996146036
181,20.153976949000025,1769159076790.444,1769159076790.427,0.01708984375,637,603,False,597.7645916670103,0.3431630000250152
182,20.26960946700001,1769159076890.5186,1769159076890.5015,0.01708984375,640,606,False,601.8700336447064,0.42329799998697126
183,20.386278379000032,1769159077023.9514,1769159077023.9343,0.01708984375,644,610,False,604.829146191332,0.3546630000528239
184,20.50307191999991,1769159077124.0261,1769159077124.009,0.01708984375,647,613,False,605.5852025500625,0.40742600003795815
185,20.615060919999905,1769159077257.4592,1769159077257.4421,0.01708984375,651,617,False,606.3888922909438,0.3802889998496539
186,20.730374541999936,1769159077357.534,1769159077357.517,0.016845703125,654,620,False,608.0709929839828,0.3442800000357238
187,20.842213721999997,1769159077457.609,1769159077457.5918,0.01708984375,657,623,False,610.3836206604112,0.5443880002076185
188,20.954777323999906,1769159077591.0422,1769159077591.0251,0.01708984375,661,627,False,613.8405809384651,0.33140900018224784
189,21.068936241000074,1769159077691.1172,1769159077691.1,0.01708984375,664,630,False,615.8716836190341,0.35250699988864653
190,21.183341475999896,1769159077824.5464,1769159077824.5295,0.016845703125,668,634,False,618.366789722836,0.40146099991034134
191,21.29397299900006,1769159077924.6184,1769159077924.6016,0.016845703125,671,637,False,619.179392252503,0.3343909997965966
192,21.4071961059999,1769159078024.6904,1769159078024.6733,0.01708984375,674,640,False,619.9824253491596,0.5255089999991469
193,21.52093147200003,1769159078158.1196,1769159078158.1028,0.016845703125,678,644,False,620.0424332875247,0.32898799986469385
194,21.630558677999943,1769159078258.1917,1769159078258.1746,0.01708984375,681,647,False,619.5759390934892,0.33274299994445755
195,21.743863967999914,1769159078358.2634,1769159078358.2466,0.016845703125,684,650,False,618.9782661559973,0.3341850001561397
196,21.857672157000025,1769159078491.6929,1769159078491.6758,0.01708984375,688,654,False,618.84386362332,0.33383599998160207
197,21.972968578000064,1769159078591.7646,1769159078591.7476,0.01708984375,691,657,False,618.7625689252732,0.326011999959519
198,22.08879002799995,1769159078725.195,1769159078725.178,0.01708984375,695,661,False,616.1748631471909,0.37727699987044616
199,22.204416825999942,1769159078825.2703,1769159078825.2534,0.016845703125,698,664,False,614.1326602640241,0.42019100010293187
200,22.31967685299992,1769159078958.7043,1769159078958.6873,0.01708984375,702,668,False,611.0713347906301,0.3623319998951047
201,22.436170863999905,1769159079058.7798,1769159079058.7627,0.01708984375,705,671,False,609.1705481906126,0.3652999998848827
202,22.550800596000045,1769159079192.2139,1769159079192.197,0.016845703125,709,675,False,608.1799881445547,0.32510999994883605
203,22.66599552899993,1769159079292.2896,1769159079292.2727,0.016845703125,712,678,False,607.7751895324752,0.8944319999955042
204,22.783221400000002,1769159079425.7239,1769159079425.7068,0.01708984375,716,682,False,607.9879993441144,0.34812300009434693
205,22.898650725999914,1769159079525.7998,1769159079525.7827,0.01708984375,719,685,False,607.9923753044583,0.3360959999554325
206,23.010732853000036,1769159079625.8755,1769159079625.8586,0.016845703125,722,688,False,608.4841293384752,0.32738999993853213
207,23.127479539999968,1769159079759.3064,1769159079759.2896,0.016845703125,726,692,False,611.02284964512,0.3312779999760096
208,23.243516648999957,1769159079859.377,1769159079859.3599,0.01708984375,729,695,False,612.4655375597298,0.5461109999487235
209,23.35583594900004,1769159079992.804,1769159079992.787,0.016845703125,733,699,False,617.3692961476617,0.38579900001423084
210,23.47038859899999,1769159080092.8743,1769159080092.8572,0.01708984375,736,702,False,623.0610992268693,0.46983599986560876
211,23.583951278000086,1769159080226.3013,1769159080226.2842,0.01708984375,740,706,False,628.7910769456622,0.33490300006633333
212,23.694399097000087,1769159080326.3716,1769159080326.3545,0.01708984375,743,709,False,628.6022134698964,0.49168000009558455
213,23.804937428999892,1769159080426.4417,1769159080426.4246,0.01708984375,746,712,False,628.6000543008266,0.3330370000185212
214,23.917406518000007,1769159080559.8684,1769159080559.8516,0.016845703125,750,716,False,629.3045452106971,0.4520589998264768
215,24.028953716999922,1769159080659.9385,1769159080659.9216,0.016845703125,753,719,False,629.0186422038036,0.45413599991661613
216,24.140514402000008,1769159080760.0107,1769159080759.9937,0.01708984375,756,722,False,628.9041481997242,0.3366470000401023
217,24.251079620999917,1769159080893.4417,1769159080893.4248,0.016845703125,760,726,False,629.1276320997096,0.37722100000792125
218,24.363063753999995,1769159080993.515,1769159080993.498,0.016845703125,763,729,False,629.2628876345744,0.5392049999954907
219,24.472699293000005,1769159081093.5881,1769159081093.5713,0.016845703125,766,732,False,629.3373376221285,0.36300500005381764
220,24.584930328999917,1769159081227.0193,1769159081227.0022,0.01708984375,770,736,False,630.051558833165,0.40891999992709316
221,24.693831069999987,1769159081327.0925,1769159081327.0757,0.016845703125,773,739,False,629.9305918516516,0.4458030000478175
222,24.80471567099994,1769159081427.166,1769159081427.149,0.01708984375,776,742,False,630.4165909060524,0.3384740000456077
223,24.918247541000028,1769159081560.597,1769159081560.58,0.016845703125,780,746,False,630.3835598116841,0.3957280000577157
224,25.028581210000084,1769159081660.6704,1769159081660.6533,0.01708984375,783,749,False,630.4598441353589,0.46562700003960344
225,25.139857165999956,1769159081760.743,1769159081760.7258,0.01708984375,786,752,False,628.8976812772289,0.41063999992729805
226,25.25183687799995,1769159081894.172,1769159081894.155,0.01708984375,790,756,False,625.6302223634268,0.34046700011458597
227,25.364616025000032,1769159081994.2441,1769159081994.227,0.01708984375,793,759,False,624.2701220686463,0.5354669999633188
228,25.472391461999905,1769159082094.3162,1769159082094.299,0.01708984375,796,762,False,623.7067808283928,0.33401100017727003
229,25.58541923300004,1769159082227.7454,1769159082227.7283,0.01708984375,800,766,False,622.7566414319864,0.4317460000038409
230,25.697979924000037,1769159082327.8171,1769159082327.8003,0.016845703125,803,769,False,622.1900485510698,0.43718400002035196
231,25.809715520000054,1769159082427.8892,1769159082427.872,0.01708984375,806,772,False,622.1434059375138,0.33965099987653957
232,25.922313652999946,1769159082561.3184,1769159082561.3013,0.01708984375,810,776,False,620.8408359312326,0.3325149998545385
233,26.03488562000007,1769159082661.3901,1769159082661.3733,0.016845703125,813,779,False,621.0500263563376,0.4639539999971021
234,26.14515561999997,1769159082761.4604,1769159082761.4436,0.016845703125,816,782,False,619.8727345244614,0.33892800001922296
235,26.259093841000094,1769159082894.8867,1769159082894.8696,0.01708984375,820,786,False,618.2439248609224,0.3431600000567414
236,26.373608502000025,1769159082994.956,1769159082994.9392,0.016845703125,823,789,False,617.2699887101899,0.5270270000892197
237,26.486423506999927,1769159083128.382,1769159083128.365,0.01708984375,827,793,False,616.4777715174478,0.43772099979833
238,26.601161909999973,1769159083228.4512,1769159083228.4343,0.016845703125,830,796,False,616.5060419901438,0.48377000007349125
239,26.713244454000005,1769159083328.5205,1769159083328.5037,0.016845703125,833,799,False,616.3491211284177,0.38269799983936537
240,26.82684531399991,1769159083461.946,1769159083461.9292,0.016845703125,837,803,False,615.849544697802,0.32775499994386337
